Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,2068.399902,2077.409912,2053.219971,2074.580078,2074.580078,329000
2020-01-03,2042.469971,2067.689941,2035.000000,2065.479980,2065.479980,294000
2020-01-06,2050.000000,2059.790039,2035.000000,2047.400024,2047.400024,384000
2020-01-07,2047.390015,2072.830078,2038.540039,2068.050049,2068.050049,345300
2020-01-08,2066.840088,2088.659912,2057.139893,2062.899902,2062.899902,325800
2020-01-09,2072.000000,2090.000000,2072.000000,2084.290039,2084.290039,273800
2020-01-10,2088.370117,2094.000000,2076.939941,2086.899902,2086.899902,198500
2020-01-13,2090.250000,2090.250000,2073.010010,2080.500000,2080.500000,254900
2020-01-14,2074.600098,2086.000000,2067.159912,2071.479980,2071.479980,331700
2020-01-15,2073.560059,2083.989990,2061.379883,2065.159912,2065.159912,309000
2020-01-16,2073.010010,2073.010010,2040.969971,2054.750000,2054.750000,546800
2020-01-17,2060.000000,2064.040039,2046.910034,2054.689941,2054.689941,470800
2020-01-21,2006.000000,2014.510010,1963.869995,1990.569946,1990.569946,711700
2020-01-22,2004.329956,2014.239990,1992.040039,2000.780029,2000.780029,357300
2020-01-23,1986.239990,2006.390015,1975.119995,1993.199951,1993.199951,368500
2020-01-24,1998.000000,2000.810059,1954.739990,1962.959961,1962.959961,580400
2020-01-27,1906.410034,1917.900024,1868.040039,1908.890015,1908.890015,708900
2020-01-28,1914.670044,1937.020020,1900.000000,1917.449951,1917.449951,512500
2020-01-29,1924.040039,1933.040039,1890.089966,1893.949951,1893.949951,445200
2020-01-30,1871.420044,1885.510010,1858.859985,1872.089966,1872.089966,588900
2020-01-31,1865.930054,1865.930054,1820.439941,1830.550049,1830.550049,717800
2020-02-03,1838.869995,1858.160034,1830.050049,1839.030029,1839.030029,634600
2020-02-04,1857.060059,1895.500000,1848.180054,1864.510010,1864.510010,662600
2020-02-05,1898.699951,1943.979980,1882.709961,1939.290039,1939.290039,552300
2020-02-06,1958.900024,1972.000000,1937.010010,1960.900024,1960.900024,412000
2020-02-07,1950.229980,1960.000000,1904.160034,1909.589966,1909.589966,449500
2020-02-10,1901.689941,1912.589966,1883.000000,1886.640015,1886.640015,470200
2020-02-11,1894.479980,1918.890015,1892.619995,1909.300049,1909.300049,408900
2020-02-12,1923.949951,1967.000000,1911.209961,1960.359985,1960.359985,473200
2020-02-13,1944.000000,1960.880005,1929.099976,1959.939941,1959.939941,388800
2020-02-14,1998.439941,2024.880005,1984.660034,1990.959961,1990.959961,535900
2020-02-18,1972.250000,1988.189941,1961.949951,1976.280029,1976.280029,363500
2020-02-19,1982.760010,1989.989990,1962.319946,1968.489990,1968.489990,241300
2020-02-20,1960.000000,1987.760010,1956.390015,1970.910034,1970.910034,359200
2020-02-21,1965.000000,1968.099976,1922.160034,1928.719971,1928.719971,358500
2020-02-24,1830.930054,1835.500000,1777.880005,1792.540039,1792.540039,886000
2020-02-25,1803.000000,1811.310059,1711.010010,1726.579956,1726.579956,958300
2020-02-26,1731.219971,1742.939941,1659.640015,1678.199951,1678.199951,903300
2020-02-27,1612.979980,1730.000000,1592.449951,1659.849976,1659.849976,1338000
2020-02-28,1643.640015,1718.000000,1634.540039,1695.660034,1695.660034,977000
2020-03-02,1709.750000,1732.920044,1651.760010,1728.979980,1728.979980,869200
2020-03-03,1726.630005,1749.989990,1646.930054,1683.020020,1683.020020,704300
2020-03-04,1697.150024,1736.890015,1671.239990,1732.130005,1732.130005,593500
2020-03-05,1662.989990,1680.040039,1632.579956,1647.439941,1647.439941,788800
2020-03-06,1603.089966,1684.000000,1584.000000,1612.089966,1612.089966,1077500
2020-03-09,1483.989990,1588.670044,1476.510010,1527.800049,1527.800049,770300
2020-03-10,1589.949951,1615.000000,1499.939941,1559.000000,1559.000000,742000
2020-03-11,1522.290039,1528.530029,1420.560059,1442.500000,1442.500000,829800
2020-03-12,1297.000000,1369.989990,1280.000000,1280.400024,1280.400024,1282100
2020-03-13,1336.800049,1421.670044,1270.869995,1421.329956,1421.329956,1153100
2020-03-16,1275.000000,1411.829956,1252.219971,1289.670044,1289.670044,986900
2020-03-17,1309.560059,1370.520020,1252.910034,1368.260010,1368.260010,1080100
2020-03-18,1277.859985,1327.089966,1165.020020,1233.750000,1233.750000,933400
2020-03-19,1211.160034,1236.640015,1150.000000,1191.479980,1191.479980,980600
2020-03-20,1216.339966,1299.949951,1157.410034,1177.430054,1177.430054,1146500
2020-03-23,1166.979980,1226.140015,1107.290039,1152.239990,1152.239990,859900
2020-03-24,1218.619995,1279.000000,1200.579956,1259.469971,1259.469971,854000
2020-03-25,1259.469971,1449.479980,1246.949951,1365.849976,1365.849976,998700
2020-03-26,1380.329956,1429.479980,1353.520020,1406.000000,1406.000000,616500
2020-03-27,1344.869995,1355.459961,1253.609985,1255.150024,1255.150024,701500
2020-03-30,1261.270020,1321.890015,1216.979980,1308.229980,1308.229980,600800
2020-03-31,1303.010010,1390.390015,1296.010010,1345.319946,1345.319946,770300
2020-04-01,1293.810059,1328.339966,1248.180054,1271.630005,1271.630005,562800
2020-04-02,1270.969971,1334.989990,1241.219971,1260.000000,1260.000000,573800
2020-04-03,1244.180054,1279.160034,1203.079956,1230.680054,1230.680054,442300
2020-04-06,1303.280029,1363.349976,1292.810059,1356.680054,1356.680054,751500
2020-04-07,1412.010010,1495.000000,1366.790039,1376.369995,1376.369995,783400
2020-04-08,1382.650024,1428.719971,1360.010010,1372.060059,1372.060059,780900
2020-04-09,1424.760010,1450.000000,1403.000000,1420.640015,1420.640015,1032800
2020-04-13,1413.189941,1428.010010,1368.390015,1421.010010,1421.010010,404400
2020-04-14,1460.089966,1469.959961,1424.000000,1449.420044,1449.420044,579000
2020-04-15,1407.839966,1440.000000,1390.670044,1424.609985,1424.609985,452800
2020-04-16,1432.349976,1432.349976,1391.020020,1407.400024,1407.400024,488400
2020-04-17,1469.000000,1484.660034,1450.189941,1470.869995,1470.869995,691300
2020-04-20,1462.050049,1470.000000,1410.000000,1411.630005,1411.630005,459200
2020-04-21,1382.810059,1387.739990,1317.400024,1342.219971,1342.219971,652700
2020-04-22,1365.010010,1379.989990,1342.000000,1355.000000,1355.000000,356600
2020-04-23,1354.050049,1388.989990,1350.790039,1360.000000,1360.000000,372700
2020-04-24,1372.390015,1374.579956,1338.660034,1362.770020,1362.770020,334500
2020-04-27,1374.930054,1411.239990,1371.040039,1402.989990,1402.989990,456900
2020-04-28,1434.199951,1463.650024,1410.800049,1439.319946,1439.319946,613500
2020-04-29,1487.829956,1527.729980,1473.300049,1520.530029,1520.530029,703000
2020-04-30,1514.530029,1520.420044,1464.780029,1480.569946,1480.569946,450900
2020-05-01,1442.750000,1460.300049,1415.310059,1448.790039,1448.790039,458500
2020-05-04,1415.729980,1445.319946,1388.510010,1413.300049,1413.300049,471400
2020-05-05,1443.250000,1446.359985,1383.859985,1393.199951,1393.199951,425900
2020-05-06,1397.459961,1416.359985,1356.000000,1378.910034,1378.910034,526600
2020-05-07,1392.260010,1448.589966,1382.000000,1443.910034,1443.910034,654800
2020-05-08,1440.989990,1444.250000,1366.099976,1430.829956,1430.829956,877400
