Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,94.690002,94.690002,93.300003,93.779999,93.779999,2191500
2020-01-03,93.010002,93.580002,92.500000,93.029999,93.029999,2102600
2020-01-06,91.589996,93.059998,90.879997,93.029999,93.029999,3431600
2020-01-07,92.610001,93.389999,91.769997,91.930000,91.930000,2969000
2020-01-08,91.949997,91.949997,89.790001,89.790001,89.790001,5911500
2020-01-09,89.269997,91.160004,89.120003,91.059998,91.059998,4131400
2020-01-10,91.360001,91.980003,90.639999,91.349998,91.349998,2682400
2020-01-13,90.760002,91.519997,90.459999,90.769997,90.769997,3509100
2020-01-14,89.830002,90.730003,88.620003,90.570000,90.570000,4549100
2020-01-15,90.040001,90.919998,89.860001,90.750000,90.750000,3945100
2020-01-16,91.169998,91.919998,90.830002,91.080002,91.080002,2141900
2020-01-17,91.000000,91.730003,90.870003,91.550003,91.550003,2447300
2020-01-21,91.239998,91.550003,89.449997,89.500000,89.500000,9623800
2020-01-22,89.959999,90.750000,89.690002,89.870003,89.870003,3153500
2020-01-23,89.199997,89.550003,87.910004,87.940002,87.940002,3679600
2020-01-24,88.000000,88.650002,87.339996,87.709999,87.709999,4061100
2020-01-27,86.730003,88.879997,86.190002,88.400002,88.400002,2805500
2020-01-28,88.519997,88.910004,86.639999,86.760002,86.760002,3821200
2020-01-29,87.129997,87.400002,86.040001,86.110001,86.110001,2028400
2020-01-30,85.699997,87.750000,85.370003,87.610001,87.610001,2497000
2020-01-31,87.419998,87.550003,86.230003,87.070000,87.070000,2704700
2020-02-03,87.559998,88.250000,87.139999,87.510002,87.510002,1906000
2020-02-04,88.250000,89.540001,87.860001,88.309998,88.309998,1588100
2020-02-05,88.839996,89.080002,88.129997,88.709999,88.709999,1315000
2020-02-06,88.980003,88.980003,87.870003,87.940002,87.940002,1815700
2020-02-07,87.889999,87.889999,86.660004,87.139999,87.139999,1286500
2020-02-10,87.180000,87.419998,86.769997,87.180000,87.180000,1201900
2020-02-11,87.300003,88.709999,87.300003,88.190002,88.190002,1708200
2020-02-12,88.489998,89.629997,88.250000,89.519997,89.519997,1370600
2020-02-13,89.209999,89.459999,88.040001,89.269997,89.269997,1200400
2020-02-14,88.889999,88.949997,88.010002,88.680000,88.680000,1690300
2020-02-18,88.900002,91.169998,88.900002,91.080002,91.080002,2078300
2020-02-19,91.110001,92.550003,90.519997,91.989998,91.989998,2154500
2020-02-20,91.910004,93.610001,91.800003,93.220001,93.220001,1979500
2020-02-21,92.709999,94.080002,92.400002,93.889999,93.889999,2279000
2020-02-24,92.339996,92.720001,90.099998,91.040001,91.040001,2805300
2020-02-25,91.620003,92.360001,88.510002,88.669998,88.669998,2739600
2020-02-26,89.449997,89.870003,87.660004,87.750000,87.750000,2372100
2020-02-27,86.760002,88.190002,84.809998,85.300003,85.300003,3271100
2020-02-28,83.370003,83.739998,80.690002,83.029999,83.029999,4580400
2020-03-02,83.230003,84.709999,80.910004,84.559998,84.559998,3936600
2020-03-03,84.099998,84.750000,80.709999,81.820000,81.820000,3248600
2020-03-04,81.220001,82.489998,78.070000,78.910004,78.910004,7807300
2020-03-05,78.629997,79.730003,77.510002,77.989998,77.989998,4237300
2020-03-06,76.000000,80.540001,75.559998,80.239998,80.239998,3879900
2020-03-09,75.440002,84.660004,75.120003,83.510002,83.510002,5052700
2020-03-10,85.080002,88.949997,84.320000,88.059998,88.059998,4897100
2020-03-11,86.320000,87.790001,83.059998,83.669998,83.669998,3444800
2020-03-12,80.120003,81.900002,70.099998,70.349998,70.349998,6504200
2020-03-13,73.230003,74.849998,69.489998,74.699997,74.699997,5591600
2020-03-16,68.570000,74.910004,66.849998,67.019997,67.019997,5182600
2020-03-17,68.550003,77.980003,68.000000,76.449997,76.449997,5021600
2020-03-18,73.089996,77.339996,60.200001,65.570000,65.570000,4355600
2020-03-19,65.629997,77.639999,64.260002,70.870003,70.870003,4218400
2020-03-20,72.080002,78.769997,71.320000,75.970001,75.970001,5334700
2020-03-23,76.709999,83.760002,73.190002,76.370003,76.370003,4496200
2020-03-24,82.199997,82.989998,77.029999,79.660004,79.660004,3509300
2020-03-25,79.830002,82.800003,76.129997,76.370003,76.370003,3022100
2020-03-26,76.769997,79.540001,76.059998,78.139999,78.139999,3506500
2020-03-27,76.580002,78.790001,75.230003,77.050003,77.050003,2863400
2020-03-30,77.000000,80.559998,77.000000,79.849998,79.849998,2910500
2020-03-31,76.870003,77.629997,72.760002,73.470001,73.470001,5920600
2020-04-01,71.330002,75.000000,70.580002,72.940002,72.940002,4847000
2020-04-02,72.120003,72.940002,68.809998,70.459999,70.459999,4696700
2020-04-03,70.519997,71.389999,68.430000,70.239998,70.239998,2416800
2020-04-06,72.400002,76.410004,71.309998,76.279999,76.279999,3555700
2020-04-07,78.040001,80.120003,75.720001,76.239998,76.239998,2967600
2020-04-08,76.620003,80.300003,76.349998,79.220001,79.220001,2425400
2020-04-09,79.639999,80.720001,76.970001,77.559998,77.559998,2498300
2020-04-13,77.220001,77.430000,75.010002,76.169998,76.169998,2374300
2020-04-14,77.129997,80.430000,77.019997,79.879997,79.879997,2313600
2020-04-15,78.519997,78.610001,76.580002,78.089996,78.089996,1726100
2020-04-16,77.680000,82.190002,77.680000,80.430000,80.430000,2057000
2020-04-17,81.820000,81.970001,79.260002,81.730003,81.730003,2609500
2020-04-20,80.239998,80.849998,79.000000,79.190002,79.190002,1832200
2020-04-21,77.980003,78.730003,76.470001,77.739998,77.739998,2556300
2020-04-22,79.050003,79.110001,77.110001,77.250000,77.250000,1466100
2020-04-23,76.220001,76.489998,74.059998,74.930000,74.930000,4372700
2020-04-24,75.650002,75.800003,74.279999,74.540001,74.540001,2541400
2020-04-27,75.290001,81.699997,75.110001,80.269997,80.269997,3092100
2020-04-28,81.709999,82.889999,79.830002,80.790001,80.790001,1984900
2020-04-29,81.870003,82.000000,79.680000,80.860001,80.860001,1540000
2020-04-30,80.230003,80.580002,78.320000,79.669998,79.669998,2299900
2020-05-01,78.500000,79.389999,77.000000,77.389999,77.389999,1665400
2020-05-04,76.940002,77.959999,76.330002,77.820000,77.820000,1529700
2020-05-05,77.940002,78.900002,76.150002,76.550003,76.550003,1712300
2020-05-06,77.010002,78.150002,75.309998,75.660004,75.660004,1943400
2020-05-07,75.959999,78.529999,75.959999,76.690002,76.690002,2598700
2020-05-08,77.970001,79.169998,77.800003,78.050003,78.050003,1884800
2020-05-11,78.000000,78.580002,76.629997,77.910004,77.910004,2205600
2020-05-12,77.820000,78.860001,75.970001,76.330002,76.330002,1895700
2020-05-13,76.089996,76.419998,73.550003,74.459999,74.459999,1840100
2020-05-14,75.330002,75.559998,72.120003,75.529999,75.529999,2216500
2020-05-15,75.279999,76.209999,74.650002,75.070000,75.070000,1974900
2020-05-18,77.410004,78.889999,76.879997,78.589996,78.589996,2976300
2020-05-19,78.730003,81.199997,78.709999,79.989998,79.989998,2072900
2020-05-20,80.599998,81.629997,79.510002,79.610001,79.610001,2380800
2020-05-21,79.160004,81.260002,78.830002,81.220001,81.220001,1643000
2020-05-22,81.410004,82.410004,79.779999,81.699997,81.699997,2403600
2020-05-26,84.150002,85.430000,83.580002,85.199997,85.199997,3583900
2020-05-27,87.000000,88.169998,85.879997,87.529999,87.529999,4501500
2020-05-28,96.860001,99.820000,95.050003,97.639999,97.639999,13547000
2020-05-29,97.019997,99.309998,96.059998,97.870003,97.870003,3934700
2020-06-01,97.410004,98.000000,95.580002,96.250000,96.250000,3060400
2020-06-02,96.750000,99.610001,96.750000,96.980003,96.980003,3926000
2020-06-03,97.730003,98.080002,94.540001,94.570000,94.570000,2375600
2020-06-04,94.260002,95.959999,92.239998,93.260002,93.260002,2674800
2020-06-05,94.800003,95.250000,92.339996,92.900002,92.900002,3719800
2020-06-08,92.730003,94.050003,91.809998,93.730003,93.730003,3192600
2020-06-09,93.739998,93.959999,92.269997,92.580002,92.580002,2432500
2020-06-10,92.660004,93.000000,91.040001,91.470001,91.470001,2687800
2020-06-11,90.470001,90.940002,88.849998,89.099998,89.099998,2505600
2020-06-12,89.849998,90.250000,86.129997,87.769997,87.769997,2800100
2020-06-15,86.010002,89.750000,85.510002,89.110001,89.110001,2414100
2020-06-16,91.000000,91.879997,89.470001,91.129997,91.129997,2352400
2020-06-17,91.570000,91.820000,88.980003,89.089996,89.089996,1848800
2020-06-18,88.910004,90.930000,88.599998,90.690002,90.690002,2603300
2020-06-19,91.129997,91.940002,88.500000,88.800003,88.800003,2869700
2020-06-22,88.089996,90.360001,87.879997,90.290001,90.290001,1569500
2020-06-23,90.760002,90.949997,89.160004,89.750000,89.750000,1797200
2020-06-24,89.379997,90.330002,87.580002,90.099998,90.099998,2738300
2020-06-25,90.000000,93.230003,88.699997,93.110001,93.110001,3134800
2020-06-26,93.480003,96.199997,92.110001,92.620003,92.620003,4310400
2020-06-29,92.930000,94.809998,91.410004,93.669998,93.669998,1880100
2020-06-30,92.820000,93.529999,90.650002,92.680000,92.680000,3581900
2020-07-01,92.180000,93.839996,92.040001,93.389999,93.389999,2399000
2020-07-02,93.760002,94.339996,92.900002,93.610001,93.610001,2606400
2020-07-06,94.980003,95.239998,89.269997,89.779999,89.779999,3456800
2020-07-07,89.750000,91.040001,88.959999,90.500000,90.500000,2224500
2020-07-08,90.230003,90.480003,89.680000,90.290001,90.290001,1790000
2020-07-09,91.260002,92.000000,89.660004,91.339996,91.339996,1962800
2020-07-10,91.040001,91.930000,90.480003,91.870003,91.870003,1555800
2020-07-13,92.239998,94.110001,91.760002,92.309998,92.309998,2261400
2020-07-14,91.110001,94.510002,91.010002,94.360001,94.360001,1882900
2020-07-15,94.970001,95.989998,94.589996,95.709999,95.709999,1997000
2020-07-16,97.250000,99.000000,96.120003,96.629997,96.629997,2813300
2020-07-17,96.769997,96.910004,95.410004,95.459999,95.459999,1444800
2020-07-20,97.180000,98.879997,95.470001,97.120003,97.120003,2216600
2020-07-21,97.230003,98.309998,95.669998,96.070000,96.070000,1933600
2020-07-22,95.519997,97.279999,95.050003,97.120003,97.120003,1288600
2020-07-23,96.980003,97.269997,95.930000,96.320000,96.320000,1754000
2020-07-24,96.410004,97.250000,95.339996,95.599998,95.599998,1205300
2020-07-27,95.980003,95.980003,94.089996,95.419998,95.419998,1298200
2020-07-28,95.309998,95.900002,94.540001,95.639999,95.639999,1359300
2020-07-29,95.870003,96.589996,94.750000,95.019997,95.019997,1559300
2020-07-30,94.160004,95.110001,93.790001,93.949997,93.949997,1682400
2020-07-31,93.709999,93.709999,92.230003,93.349998,93.349998,1805500
2020-08-03,94.010002,94.629997,92.739998,94.510002,94.510002,1516500
2020-08-04,94.629997,96.239998,94.419998,95.900002,95.900002,1976200
2020-08-05,96.320000,97.110001,95.440002,95.820000,95.820000,1010900
2020-08-06,95.750000,95.949997,94.860001,95.599998,95.599998,1080500
2020-08-07,96.169998,97.029999,95.639999,96.489998,96.489998,1345200
2020-08-10,96.489998,97.930000,96.250000,97.739998,97.739998,1797200
2020-08-11,97.879997,98.519997,95.910004,96.489998,96.489998,1345200
2020-08-12,96.820000,99.400002,95.870003,99.209999,99.209999,2326400
2020-08-13,98.570000,98.839996,96.860001,97.269997,97.269997,1908700
2020-08-14,97.209999,99.639999,96.739998,98.839996,98.839996,1863700
2020-08-17,99.660004,101.879997,99.639999,100.870003,100.870003,1709400
2020-08-18,101.309998,101.489998,97.809998,99.239998,99.239998,1627500
2020-08-19,100.050003,100.519997,99.040001,99.750000,99.750000,1844800
2020-08-20,99.269997,99.639999,98.690002,98.910004,98.910004,1212400
2020-08-21,98.699997,100.489998,98.230003,100.300003,100.300003,1481800
2020-08-24,101.010002,102.559998,99.739998,102.290001,102.290001,1923000
2020-08-25,102.599998,102.849998,100.839996,102.639999,102.639999,1779500
2020-08-26,102.589996,104.639999,102.279999,104.239998,104.239998,3093200
2020-08-27,99.570000,101.860001,96.540001,96.720001,96.720001,8814500
2020-08-28,97.220001,97.430000,93.650002,94.730003,94.730003,4675700
2020-08-31,94.500000,96.610001,93.919998,96.269997,96.269997,2594400
2020-09-01,96.220001,96.370003,93.519997,93.680000,93.680000,3014100
2020-09-02,94.059998,94.970001,93.760002,94.699997,94.699997,1926300
2020-09-03,94.959999,95.459999,92.430000,92.919998,92.919998,2215000
2020-09-04,93.320000,93.320000,90.050003,91.230003,91.230003,2561500
2020-09-08,90.580002,90.949997,88.589996,89.830002,89.830002,2926200
2020-09-09,89.650002,92.519997,89.349998,91.809998,91.809998,2383700
2020-09-10,91.519997,91.980003,89.750000,90.250000,90.250000,2054900
2020-09-11,90.489998,90.800003,89.849998,90.050003,90.050003,1979900
2020-09-14,90.830002,90.860001,87.889999,88.919998,88.919998,2205300
2020-09-15,88.989998,89.870003,88.290001,88.650002,88.650002,1226700
2020-09-16,89.099998,90.080002,88.309998,89.260002,89.260002,2008900
2020-09-17,88.080002,89.040001,87.730003,88.540001,88.540001,1761000
2020-09-18,89.150002,89.150002,87.489998,88.019997,88.019997,2553900
2020-09-21,87.449997,87.669998,84.410004,85.970001,85.970001,1978600
2020-09-22,86.220001,87.040001,85.709999,86.800003,86.800003,1407600
2020-09-23,86.860001,88.110001,86.570000,86.720001,86.720001,1933700
2020-09-24,86.830002,89.070000,86.669998,88.430000,88.430000,1915800
2020-09-25,87.489998,89.910004,87.139999,89.419998,89.419998,2642200
2020-09-28,90.250000,91.379997,89.750000,90.940002,90.940002,1684600
2020-09-29,90.919998,91.199997,89.809998,89.870003,89.870003,1233800
2020-09-30,90.279999,92.320000,90.260002,91.339996,91.339996,1915700
2020-10-01,91.639999,93.379997,91.589996,91.870003,91.870003,1700200
2020-10-02,90.650002,91.919998,90.150002,90.760002,90.760002,1792700
2020-10-05,91.220001,91.690002,89.449997,89.980003,89.980003,2215500
2020-10-06,90.610001,92.449997,88.120003,88.680000,88.680000,1905100
2020-10-07,89.839996,90.930000,89.449997,90.550003,90.550003,1749000
2020-10-08,91.000000,91.809998,90.430000,91.529999,91.529999,1658800
2020-10-09,92.070000,94.730003,91.820000,93.639999,93.639999,2039000
2020-10-12,94.279999,96.910004,93.769997,95.559998,95.559998,2475300
2020-10-13,95.480003,97.680000,95.160004,96.629997,96.629997,2053100
2020-10-14,96.610001,97.000000,94.480003,95.160004,95.160004,1321100
2020-10-15,94.559998,96.919998,94.010002,96.540001,96.540001,1486500
2020-10-16,96.410004,97.120003,95.150002,95.559998,95.559998,1866900
2020-10-19,96.059998,96.580002,94.750000,95.000000,95.000000,1312600
2020-10-20,95.699997,96.889999,95.129997,95.410004,95.410004,1755500
2020-10-21,95.699997,95.930000,94.639999,94.839996,94.839996,1169200
